Trial,Dose,Well,Minute,MD ,MV,TD
1,3,A5,2,0.135811291,4.074280565,235.63259
1,3,A5,3,0.141085896,4.232515655,238.999508
1,3,A5,4,0.134141363,4.024184636,236.088799
1,3,A5,5,0.130565715,3.916919156,232.145841
1,3,A5,6,0.124171689,3.725096425,218.790516
1,3,A5,7,0.136616217,4.098429943,241.674087
1,3,A5,8,0.143957781,4.318671167,250.342582
1,3,A5,9,0.161151645,4.834481096,283.788046
1,3,A5,10,0.146957541,4.408665057,257.469612
1,3,A5,11,0.148406034,4.452120802,258.968529
1,3,A5,12,0.160755871,4.822611121,278.268412
1,3,A5,13,0.15676336,4.702835582,268.222109
1,3,A5,14,0.115690001,3.470650556,195.747482
1,3,A5,15,0.136757061,4.102655208,233.170789
1,3,A5,16,0.119275141,3.578205329,206.584545
1,3,A5,17,0.125389244,3.76162155,217.675728
1,3,A5,18,0.11039786,3.311890271,175.422199
1,3,A5,19,0.113265862,3.397927712,187.115204
1,3,A5,20,0.136598361,4.097896484,238.910533
1,3,A5,21,0.166283544,4.988437287,279.522637
1,3,A5,22,0.146505808,4.39511373,252.136496
1,3,A5,23,0.137033348,4.11094327,231.312291
1,3,A5,24,0.138152206,4.14450786,236.931033
1,3,A5,25,0.14303872,4.291101836,245.454443
1,3,A5,26,0.169645462,5.089288846,4.410782
1,3,,,,,
1,3,A6,1,0.026099348,0.782968371,45.491163
1,3,A6,2,0.017633054,0.528983764,30.593349
1,3,A6,3,0.057271257,1.718113259,97.017509
1,3,A6,4,0.035297459,1.058909336,62.194123
1,3,A6,5,0.039070205,1.172089933,69.466824
1,3,A6,6,0.061561518,1.846821498,108.902326
1,3,A6,7,0.058041823,1.741231903,103.082277
1,3,A6,8,0.056166134,1.684961062,98.908562
1,3,A6,9,0.053974047,1.619199348,95.965855
1,3,A6,10,0.054636879,1.639085242,96.925824
1,3,A6,11,0.041189796,1.235675582,72.53523
1,3,A6,12,0.029386944,0.881596318,52.191212
1,3,A6,13,0.02167909,0.650364288,38.523743
1,3,A6,14,0.031742203,0.952253255,56.659833
1,3,A6,15,0.023654188,0.709614467,41.938876
1,3,A6,16,0.007074564,0.212234472,12.656395
1,3,A6,17,0.008897912,0.266933115,15.7671
1,3,A6,18,0.018068203,0.542038939,30.300376
1,3,A6,19,0.022655448,0.679654143,40.032177
1,3,A6,20,0.023531788,0.705944957,41.157097
1,3,A6,21,0.067849952,2.035468322,120.908615
1,3,A6,22,0.065192619,1.955750684,116.238439
1,3,A6,23,0.068186599,2.045570291,121.713079
1,3,A6,24,0.064495711,1.934843115,115.124845
1,3,A6,25,0.047942117,1.438243268,85.384911
1,3,A6,26,0.112410731,3.372286923,2.922679
1,3,,,,,
1,3,B1,1,0.019958015,0.598730831,34.826736
1,3,B1,2,0.017235476,0.517055476,29.903551
1,3,B1,3,0.050771689,1.523130177,86.007241
1,3,B1,4,0.09716502,2.914909869,171.204765
1,3,B1,5,0.062413707,1.872385434,110.846743
1,3,B1,6,0.043649749,1.309473755,76.954508
1,3,B1,7,0.036612735,1.098366813,65.024217
1,3,B1,8,0.037221202,1.116619699,65.472095
1,3,B1,9,0.038354507,1.150619114,67.964186
