Trail,Dose,Well,Minute,MD,MV,TD
3,1,A5,19,0.059682446,1.79044826,106.652531
1,1,A5,18,0.060368749,1.811040086,105.886785
3,1,A2,9,0.059366338,1.780964349,105.790815
3,1,A4,21,0.06045708,1.813686997,105.678975
2,1,B4,9,0.059849299,1.795453552,105.155219
2,1,B3,15,0.063098061,1.892913481,104.048703
2,1,A4,9,0.058240225,1.747184206,103.842322
3,1,A5,20,0.059058362,1.771724673,103.765542
3,1,A2,8,0.057631311,1.728915801,102.929522
3,1,A3,11,0.057255954,1.717653894,102.774438
3,1,A2,19,0.057486985,1.724584152,102.729243
3,1,A1,8,0.057832989,1.734965741,102.653556
2,1,A6,23,0.059616314,1.788464034,102.420827
3,1,A3,8,0.057386209,1.721562039,101.860521
1,1,A5,6,0.058806769,1.764177149,101.500484
3,1,A5,18,0.056784889,1.703521663,101.417811
2,1,B1,14,0.056679382,1.700356553,101.116017
3,1,A1,17,0.056263493,1.68788156,100.655389
2,1,B5,13,0.056081273,1.682412852,100.105072
1,1,A4,18,0.055889202,1.676651094,99.091556
1,1,A4,7,0.056511153,1.69531016,99.064052
3,1,A5,12,0.056827265,1.704793479,98.822614
3,1,A2,17,0.055494907,1.664825194,98.725439
2,1,B2,22,0.05499217,1.649740442,98.326
2,1,B2,16,0.054797284,1.6438956,97.64876
2,1,B3,14,0.054685597,1.640545146,97.449733
2,1,B5,2,0.099675004,2.990206629,97.282804
3,1,A3,9,0.057614881,1.728421839,97.138689
3,1,A2,12,0.055095579,1.652843036,95.811212
3,1,A1,15,0.053763197,1.612874618,95.806017
3,1,A5,13,0.053937403,1.618099887,95.199517
3,1,A4,9,0.056046958,1.681384051,94.495171
3,1,A2,20,0.05369169,1.610726932,94.3363
3,1,A5,14,0.052280171,1.568384138,93.110984
2,1,A1,16,0.053015413,1.590440646,92.776973
3,1,A5,21,0.05474109,1.642209345,92.731407
2,1,B1,16,0.05170949,1.55126289,91.784345
3,1,A5,22,0.051833015,1.554968999,91.692603
2,1,A6,14,0.051393265,1.541775454,91.685585
3,1,A5,10,0.050706547,1.521175458,90.30836
2,1,B4,6,0.053687558,1.610604889,89.819284
2,1,B2,25,0.05080772,1.524209195,89.57401
3,1,A4,8,0.050373647,1.511188727,89.413224
3,1,A5,9,0.050040881,1.501204888,89.17285
3,1,A1,7,0.049849903,1.495476924,88.982077
