Trail,Dose,Well,Minute,MD,MV,TD
1,2,C1,14,0.129904353,3.897073567,220.707496
1,2,C1,15,0.13458886,4.037610581,217.764775
1,2,C1,16,0.117913947,3.537367266,209.179342
1,2,C1,17,0.107259028,3.217722944,189.848479
1,2,C1,18,0.163802469,4.914012843,284.033482
1,2,C1,19,0.195223121,5.856608951,329.341405
1,2,C1,20,0.141406445,4.242134281,235.86595
1,2,C1,21,0.127661212,3.829778069,211.534628
1,2,C1,22,0.151289345,4.538614898,236.919115
1,2,C1,23,0.132741016,3.982172299,226.323433
1,2,C1,24,0.131176545,3.935235922,210.669532
1,2,C1,25,0.169968577,5.098985586,265.320948
1,2,C1,26,0.134052167,4.02150375,3.217252
,,,,,,
1,2,C2,1,0.071957965,2.158709921,127.869303
1,2,C2,2,0.078725151,2.361721767,138.556266
1,2,C2,3,0.09012891,2.703831663,160.429459
1,2,C2,4,0.097180915,2.91538913,169.872239
1,2,C2,5,0.095735612,2.872028358,164.378045
1,2,C2,6,0.097777067,2.933271692,173.945402
1,2,C2,7,0.136163206,4.084841235,217.180314
1,2,C2,8,0.047167086,1.414991689,59.194693
1,2,C2,9,0.073071233,2.192108249,125.171022
1,2,C2,10,0.102376483,3.07124873,175.678044
1,2,C2,11,0.202647974,6.079356506,332.342677
1,2,C2,12,0.130043818,3.901260455,205.599277
1,2,C2,13,0.116484557,3.494488149,195.111633
1,2,C2,14,0.106434006,3.192976515,179.554168
1,2,C2,15,0.101626965,3.048767018,158.131557
1,2,C2,16,0.08369421,2.510795159,147.803974
1,2,C2,17,0.073176082,2.195251614,127.838615
1,2,C2,18,0.113775252,3.413212882,197.400063
1,2,C2,19,0.207796383,6.233802046,367.591802
1,2,C2,20,0.107492359,3.22472546,191.551384
1,2,C2,21,0.044636208,1.339066081,79.050725
1,2,C2,22,0.03291606,0.987465175,58.261426
1,2,C2,23,0.048556176,1.4566635,85.604539
1,2,C2,24,0.181206978,5.436133511,299.353928
1,2,C2,25,0.115647287,3.469374572,186.654721
1,2,C2,26,0.073374263,2.201186842,1.394111
,,,,,,
1,2,C3,1,0.113192496,3.395726612,199.784755
1,2,C3,2,0.103502867,3.105042407,184.028097
1,2,C3,3,0.099313731,2.979369319,175.090107
1,2,C3,4,0.106692954,3.200741093,181.591408
1,2,C3,5,0.107780597,3.233368017,186.999336
1,2,C3,6,0.0598117,1.794324089,105.328404
1,2,C3,7,0.049400876,1.482004842,82.94407
1,2,C3,8,0.050010493,1.500294078,63.763379
1,2,C3,9,0.049474503,1.484214406,86.679329
1,2,C3,10,0.108746675,3.262351036,183.781881
1,2,C3,11,0.212461701,6.373768461,363.097047
1,2,C3,12,0.173007063,5.190131537,274.562209
1,2,C3,13,0.107594274,3.227785119,176.131827
1,2,C3,14,0.123710356,3.711258523,205.23548
1,2,C3,15,0.144993041,4.349727439,224.159242
1,2,C3,16,0.094594439,2.837788709,167.05378
1,2,C3,17,0.145012463,4.350311091,255.221935
1,2,C3,18,0.099473634,2.984171027,174.37728
1,2,C3,19,0.112527637,3.375783462,198.611279
1,2,C3,20,0.133257919,3.997675147,235.066969
1,2,C3,21,0.187805856,5.634102253,321.711432
1,2,C3,22,0.11759983,3.527940195,187.21893
1,2,C3,23,0.153621296,4.608560889,245.486831
1,2,C3,24,0.157081925,4.71238881,253.530227
1,2,C3,25,0.147284232,4.418458949,231.236244
1,2,C3,26,0.073630273,2.208864545,1.619866
,,,,,,
1,2,C4,1,0.1098279,3.29479395,194.0659
1,2,C4,2,0.114304219,3.429080381,200.946817
1,2,C4,3,0.116693899,3.500767871,203.864241
1,2,C4,4,0.114470685,3.434072454,197.805343
1,2,C4,5,0.124781311,3.743386383,211.129978
1,2,C4,6,0.077372286,2.321136325,137.490552
1,2,C4,7,0.046044484,1.381314716,77.12451
1,2,C4,8,0.046361718,1.390831728,59.296637
1,2,C4,9,0.050112874,1.503365061,86.945837
1,2,C4,10,0.144544042,4.336258921,246.447592
1,2,C4,11,0.16972902,5.09180066,282.938277
1,2,C4,12,0.107137925,3.214094378,173.242025
1,2,C4,13,0.11477609,3.443233337,190.528309
1,2,C4,14,0.12733791,3.82008704,211.635607
1,2,C4,15,0.113100509,3.392967996,171.00797
1,2,C4,16,0.085469488,2.564048965,150.25536
1,2,C4,17,0.089865391,2.69592353,150.704261
1,2,C4,18,0.109810106,3.29425732,184.810408
1,2,C4,19,0.130439733,3.913136998,220.704029
1,2,C4,20,0.115639312,3.469131531,193.348929
1,2,C4,21,0.167552913,5.026512324,256.691063
1,2,C4,22,0.133724553,4.011680662,197.912338
1,2,C4,23,0.151509176,4.545207103,229.081874
1,2,C4,24,0.168833326,5.064924229,262.704656
1,2,C4,25,0.12901195,3.870305009,208.3543
1,2,C4,26,0.172625231,5.178668462,4.488256
,,,,,,
1,3,A1,1,0.189727032,5.691731135,337.52439
1,3,A1,2,0.196677181,5.900232577,353.428895
1,3,A1,3,0.183326944,5.499733326,327.421922
1,3,A1,4,0.187769378,5.633001591,335.168339
1,3,A1,5,0.188279137,5.648295288,337.207935
1,3,A1,6,0.059068921,1.772043174,105.319887
1,3,A1,7,0.045434855,1.363025729,70.105981
1,3,A1,8,0.05040627,1.512168169,86.144316
1,3,A1,9,0.037500845,1.125010795,66.488999
